zh-TW	今為偷竊案件偵字1425號偵查程序
en-US	Today, we are here the investigatory procedure of the theft case, case number 1425.

zh-TW	今為檢察署偵字1425號偷竊案件為通譯，謹當為公正誠實之譯述，謹此此結。
en-US	I am here today for the theft case, case number 1425 as an interpreter. I promise to faithfully and honestly interpret what is stated in this court. In the case of deliberately making false interpretation, the violation of perjury will apply.

zh-TW	被告姓名
en-US	The defendant, your name, please.

en-US	Paul Anderson
zh-TW	Paul Anderson是我的名字。

zh-TW	護照號碼
en-US	And your passport number, please.

en-US	AC44432189
en-US	AC44432189

zh-TW	通訊地址
en-US	And your mailing address. 

en-US	No. 52, Ho-ping East Road, Section 1, Taipei City
zh-TW	台北市和平東路一段52號

zh-TW	告知權利義務
en-US	You have the following rights and obligations

zh-TW	1.你有權保持緘默，毋需違背意志做任何陳述。
en-US	First, you have the right to remain silent and do not have to make any statement against your will.

zh-TW	2.你有權雇用法定辯護人，若你為低收入戶、中低收入戶、原住民或其他符合法律規定者，得請求法律服務。
en-US	Second, your have the right to a lawyer. If you come from a low-income family, a medium-and-low-income family, or if you are an aborigine or meet other qualifications set by the law, you may ask the court for legal assistance.

zh-TW	3.你有權請法院調查任何對你有利的證據。
en-US	Third, you have the right to ask the court to investigate any evidence which may help you with your case.

zh-TW	被告是否了解以上權利？
en-US	Do you fully understand your rights?

en-US	Yes, I understand.
zh-TW	是的，我明白。

zh-TW	原告姓名
en-US	The plaintiff, your name, please.

zh-TW	陳小倩
en-US	陳小倩is my name.

zh-TW	身分證字號
en-US	And your ID number.

zh-TW	H228489212
en-US	H228489212

zh-TW	通訊地址
en-US	And your mailing address.

zh-TW	新北市三峽區學府路132號5樓之4 
en-US	5th-4, No. 132, Xue-Fu Road, Sanxia District, New Taipei City

zh-TW	Paul Anderson你因為在103年05月27日造訪新北市鶯歌博物館時，拿了原告陳小倩的雨傘，因為此行為發生在未告知原告的情況下，當你還傘時，當場被陳小倩人、傘具獲，因此她提出告訴。今天的程序主要是要了解那天發生了什麼事情，請就我提出的問題，加以回答，以便檢方了解當天的事發經過，了解嗎? 待會我也會詢問原告，聽聽她陳述當天發生的經過，雙方明白程序嗎?
en-US	The incident happened on May 22nd, 2014, and the defendant, Mr. Anderson, took the umbrella of Ms.陳小倩, and the incident happened in Yingge Ceramics Museum. This incident happened without asking for the permission from the plaintiff. When the defendant returned the umbrella, Ms.陳小倩, found that behavior right on the scene. Therefore, the plaintiff filed this case. In today’s procedure, we would like to understand the details on that day. Please explain regarding my questions to help the prosecutor what happened on that day. Do you understand? And later, we will ask the plaintiff about what happened on that day. Do you understand the procedure? 

en-US	I understand.
zh-TW	是的，我明白。

zh-TW	我了解。
en-US	I understand.

zh-TW	那請問被告103年5月27日下午4點15分時，你人在哪裡? 
en-US	And first, the defendant, where were you at 4:15 in the afternoon on May 27th, 2014?

en-US	I was at Yingge Ceramics Museum.
zh-TW	我在鶯歌陶瓷博物館。

zh-TW	當時你有看到原告陳小姐嗎?
en-US	Did you see the plaintiff, Ms. Chen, on that day?

en-US	Yes, when I put the umbrella back to the rack, Ms. Chen was there.
zh-TW	是的，我把傘放回傘架時，有看到陳小姐。

zh-TW	當時發生了什麼事呢?
en-US	 And what happened then on that time?

en-US	She yelled at me, saying that I stole her umbrella. I tried to tell her that I must have taken the wrong one. I did not steal her umbrella. I tried to apologize to her, but she wouldn’t listen.
zh-TW	她對我大叫，說我偷了她的雨傘。我想要告訴她，我只是拿到錯的傘。我並沒有想要偷她的傘，我想要解釋，但她根本不聽。

zh-TW	那為什麼陳小姐會說你偷了她的傘呢? 
en-US	Why did Ms. Chen think that you stole her umbrella?

en-US	On that day, some classmates and I visited the Museum for an exhibition. When we finished viewing the exhibited items, two of my classmates said they were hungry. Therefore, we decided to go out and buy some food, perhaps even try to find a place for dinner. When I was leaving the museum, I realized it was raining. I didn’t bring an umbrella, so I planned to borrow one from my classmates. Because I am a bit tall and big, I decided to borrow the umbrella of Adam, a friend of mine. His body shape is similar to mine. Then I took one umbrella from the rack. I went to buy some bread with my professor and two other friends. When we came back, that’s when Ms. Chen started to yell at me.
zh-TW	那天我跟同學一起去博物館看一個展覽。當我們看完展覽，有兩位同學說他們很餓。所以我們決定去外面買東西吃，也許是在外面找個地方吃晚餐。當我要離開博物館時，外面正在下雨。我沒有帶傘，所以我想要跟同學借一把傘。因為我有點高，又有點壯，就決定跟我ㄧ個同學Adam借把傘。他的體型跟我差不多。所以我從傘架中拿了一把傘。我跟我的老師，還有幾位同學一起去買麵包。我們回來的時候，陳小姐就看到我，並對我大叫。

zh-TW	你的意思是說，你當時借的傘是你同學亞當的?
en-US	Do you mean that the umbrella you borrowed was actually Adam’s? 

en-US	Yes, I thought the umbrella I took belonged to Adam. I didn’t intend to steal anyone’s umbrella.
zh-TW	是的，我以為那把傘是亞當的，我並沒有想要偷任何人的傘。

zh-TW	那你記得你那天拿的那把傘是什麼顏色、什麼形狀嗎? 
en-US	 Do you remember the color and the shape of the umbrella that you took on that day?

en-US	I only remember the color. It was blue, not a brand new one.
zh-TW	我只記得那把傘的顏色，是藍色的，而且不是全新的。

zh-TW	那支傘整隻都是藍色的嗎?
en-US	Is the entire umbrella blue?

en-US	In my recollection, the color was blue.
zh-TW	在我的印象中，是藍色的。

zh-TW	有人可以證明你剛剛講的話嗎?
en-US	Is there anyone who prove what you said?

en-US	Yes, when I came out from the museum, my professor and other two classmates were with me. My professor even offered to lend me her umbrella; since her umbrella was quite small, I didn’t take it. I didn’t want her to get wet. The other two classmates were there too.
zh-TW	是的，我出博物館的時候，我是跟老師還有兩位同學一起的。我的老師也有提議要借我的傘，因為她的傘有點小，我並沒有拿。我不想要她被淋濕，然後也有兩位同學在旁邊。

zh-TW	那他們三位應該能夠到庭幫你佐證剛剛所說的話，對吧?
en-US	Therefore, perhaps, the professor and those two classmates can come to the court to verify what you said is true.

en-US	I guess so.
zh-TW	也許是吧。

zh-TW	那你還有什麼希望檢方幫你調查的證據呢?
en-US	Is there any other evidence that you would like to ask the court to investigate for you?

en-US	I tried to return Ms. Chen her umbrella but she wouldn’t take it. I tried to apologize to her but she wouldn’t listen to me, either. Perhaps my professor and my friends will be able to prove what I have said today is the truth.
zh-TW	我想要把傘還給陳小姐，但她不想拿；我也試圖想要道歉，但她根本不聽。我的老師跟同學也許可以證實，我說的是真的。

